"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","pH","sulphates","alcohol","quality","wine_type","wine_type_bin","acidity_ratio","alcohol_va_ratio","sugar_body_ratio","sulfur_efficiency"
7,0.49,0.49,5.6,0.06,26,3.34,0.76,10.5,5,"red",0,7.14284985423484,21.4285276968823,58.7993826064826,3.71428518367355
8.7,0.625,0.16,2,0.101,13,3.14,0.57,11,5,"red",0,11.0827884295689,17.5999718400451,21.999758002662,1.49425270181003
8.1,0.725,0.22,2.2,0.072,11,3.36,0.55,9.1,5,"red",0,8.57141950114339,12.551706825232,20.0198178196578,1.35802452370068
7.5,0.49,0.19,1.9,0.076,10,3.39,0.54,9.7,5,"red",0,11.0293955450066,19.795877967596,18.4298212307341,1.33333315555558
7.8,0.53,0.33,2.4,0.08,24,3.3,0.6,9.5,5,"red",0,9.06975689563152,17.9244944820859,22.7997834020577,3.07692268244581
7.8,0.34,0.37,2,0.082,24,3.34,0.59,9.4,6,"red",0,10.9859000198591,27.6469775088897,18.7998232816612,3.07692268244581
7.4,0.53,0.26,2,0.101,16,3.15,0.57,9.4,5,"red",0,9.36707675053576,17.7358155928008,18.7998232816612,2.16216186997813
6.8,0.61,0.04,1.5,0.057,5,3.42,0.6,9.5,5,"red",0,10.4615223668887,15.5737449610738,14.249864626286,0.735294009515587
8.6,0.645,0.25,2,0.083,8,3.28,0.6,10,6,"red",0,9.60892781125384,15.5038519320125,19.999800002,0.930232449972971
8.4,0.635,0.36,2,0.089,15,3.31,0.57,10.4,4,"red",0,8.44220257065068,16.3779269638945,20.7997836822497,1.78571407312928
7.7,0.43,0.25,2.6,0.073,29,3.37,0.58,10.5,6,"red",0,11.3235127595401,24.4185478638422,27.2997133530098,3.76623327711256
8.9,0.59,0.5,2,0.337,27,3.04,1.61,9.5,6,"red",0,8.16513012373383,16.1016676242922,18.9998195017147,3.03370752430253
9,0.82,0.14,2.6,0.089,9,3.39,0.63,9.8,5,"red",0,9.37499023438517,11.951204937555,25.4797502984471,0.999999888888901
6.9,0.52,0.25,2.6,0.081,10,3.46,0.5,11,5,"red",0,8.96102732334114,21.153805473451,28.5996854034606,1.44927515227896
5.2,0.48,0.04,1.6,0.054,19,3.54,0.62,12.2,7,"red",0,9.99998076926775,25.4166137153881,19.5197618589053,3.65384545118357
8,0.38,0.06,1.8,0.078,12,3.37,0.52,9.9,6,"red",0,18.181776859598,26.052563019571,17.8198235837465,1.49999981250002
8.5,0.37,0.2,2.8,0.09,18,3.34,0.7,9.6,6,"red",0,14.9122545399043,25.9458758219572,26.8797419544772,2.11764680968861
8.2,1,0.09,2.3,0.065,7,3.32,0.55,9,6,"red",0,7.5229288780469,8.999991000009,20.6998137016767,0.853658432480679
7.2,0.63,0,1.9,0.097,14,3.37,0.58,9,6,"red",0,11.4285532880107,14.2856916100133,17.0998461013851,1.94444417438275
7.2,0.645,0,1.9,0.097,15,3.37,0.58,9.2,6,"red",0,11.162773391049,14.2635437774515,17.4798391854795,2.08333304398152
8.9,0.635,0.37,1.7,0.263,5,3,1.09,9.3,5,"red",0,8.85571258138052,14.6456462273288,15.8098529683674,0.561797689685653
12,0.38,0.56,2.1,0.093,6,3.14,0.71,10.9,6,"red",0,12.7659438660172,28.6841350417499,22.8897505017195,0.499999958333337
7.7,0.58,0.1,1.8,0.102,28,3.08,0.49,9.8,6,"red",0,11.3235127595401,16.8965225922024,17.6398271296941,3.63636316410868
15,0.21,0.44,2.2,0.075,10,3.07,0.84,9.2,7,"red",0,23.0768875740191,43.8093151937372,20.2398137937131,0.666666622222225
7.3,0.66,0,2,0.084,6,3.61,0.96,9.9,6,"red",0,11.0605893021374,14.9999772727617,19.7998039819406,0.821917695627713
7.1,0.68,0.07,1.9,0.075,16,3.38,0.52,9.5,5,"red",0,9.46665404446127,13.9705676903416,18.049828526629,2.25352080936327
8.2,0.6,0.17,2.3,0.072,11,3.2,0.45,9.3,5,"red",0,10.6493368190431,15.4999741667097,21.38980107485,1.34146325104107
7.7,0.53,0.06,1.7,0.074,9,3.35,0.48,9.8,6,"red",0,13.0508253375842,18.4905311499412,16.6598367336,1.16883101703493
10.8,0.32,0.44,1.6,0.063,16,3.22,0.78,10,6,"red",0,14.2105076177531,31.2499023440552,15.9998400016,1.48148134430728
7.1,0.6,0,1.8,0.074,16,3.47,0.7,9.9,6,"red",0,11.833313611144,16.4999725000458,17.8198235837465,2.25352080936327
11.1,0.35,0.48,3.1,0.09,5,3.17,0.53,10.5,5,"red",0,13.3734778632797,29.9999142859592,32.5496582285886,0.450450409869332
7.7,0.775,0.42,1.9,0.092,8,3.23,0.59,9.5,5,"red",0,6.44350925229351,12.258048699292,18.049828526629,1.03896090403105
8,0.57,0.23,3.2,0.073,17,3.26,0.57,9.3,5,"red",0,9.99998750001563,16.3157608495424,29.7597232345739,2.12499973437503
9.4,0.34,0.37,2.2,0.075,5,3.22,0.62,9.2,5,"red",0,13.2394179726507,27.0587439448707,20.2398137937131,0.531914837030336
6.6,0.695,0,2.1,0.075,12,3.49,0.67,9.2,5,"red",0,9.49638921382847,13.2373910253367,19.3198222576352,1.81818154269977
7.7,0.41,0.76,1.8,0.611,8,3.06,1.26,9.4,5,"red",0,6.58119095624705,22.9267733493333,16.919840953495,1.03896090403105
10,0.31,0.47,2.6,0.085,14,3.36,0.8,10.5,7,"red",0,12.820496383979,33.8708584811017,27.2997133530098,1.39999986000001
7.9,0.33,0.23,1.7,0.077,18,3.29,0.65,9.3,5,"red",0,14.1071176658613,28.1817327826279,15.8098529683674,2.27848072424295
7,0.975,0.04,2,0.087,12,3.35,0.6,9.4,4,"red",0,6.89654492951239,9.64101575280436,18.7998232816612,1.71428546938779
8,0.52,0.03,1.7,0.07,10,3.34,0.57,10,5,"red",0,14.5454280992216,19.2307322485918,16.9998300017,1.24999984375002
7.9,0.37,0.23,1.8,0.077,23,3.28,0.67,9.3,5,"red",0,13.1666447222588,25.1350672025211,16.7398443194478,2.91139203653265
12.5,0.56,0.49,2.4,0.064,5,3.08,0.87,10.9,5,"red",0,11.9047505669042,19.4642509566947,26.159714859108,0.399999968000003
11.8,0.26,0.52,1.8,0.071,6,3.2,0.72,10.2,7,"red",0,15.1281857330952,39.2306183437756,18.3598127299102,0.508474533180124
8.1,0.87,0,3.3,0.096,26,3.6,0.72,9.8,4,"red",0,9.31033412605273,11.2643548685576,32.3396830711059,3.20987614692887
7.9,0.35,0.46,3.6,0.078,15,3.35,0.86,12.8,8,"red",0,9.75307437892052,36.5713240819312,46.0794101835496,1.89873393686912
6.9,0.54,0.04,3,0.077,7,3.69,0.91,9.4,6,"red",0,11.8965312128772,17.4073751715275,28.1997349224917,1.01449260659527
11.5,0.18,0.51,4,0.104,4,3.28,0.97,10.1,6,"red",0,16.6666425121123,56.1107993844479,40.3995919641212,0.347826056710778
7.9,0.545,0.06,4,0.087,27,3.36,0.67,10.7,6,"red",0,13.0578296564799,19.6329914990982,42.7995420449001,3.41772108636442
10.9,0.37,0.58,4,0.071,17,3.22,0.78,10.1,5,"red",0,11.4736721329767,27.2972235210175,40.3995919641212,1.55963288443735
8.4,0.715,0.2,2.4,0.076,10,3.31,0.64,9.4,5,"red",0,9.18031783571821,13.1468347596717,22.5597879379934,1.19047604875285
7.5,0.65,0.18,7,0.088,27,3.38,0.77,9.4,5,"red",0,9.03613369140519,14.461516213052,65.799381485814,3.59999952000006
10.3,0.32,0.45,6.4,0.073,5,3.23,0.82,12.6,8,"red",0,13.3766060044078,39.3748769535095,80.6389839488022,0.485436846074093
8.9,0.4,0.32,5.6,0.087,10,3.38,0.77,10.5,7,"red",0,12.3610939429251,26.2499343751641,58.7993826064826,1.12359537937131
11.4,0.26,0.44,3.6,0.071,6,3.12,0.82,9.3,6,"red",0,16.2856910204414,35.7690931957954,33.4796886388957,0.526315743305637
7.7,0.27,0.68,3.5,0.358,5,3.25,1.08,9.9,7,"red",0,8.10525462604776,36.6665308647005,34.649656968396,0.649350565019407
7.6,0.52,0.12,3,0.067,12,3.36,0.57,9.1,5,"red",0,11.8749814453415,17.4999663462186,27.2997515722607,1.57894716066485
9.9,0.59,0.07,3.4,0.102,32,3.31,0.71,9.8,5,"red",0,14.9999772727617,16.6101413387435,33.3196734672,3.23232290582597
12,0.45,0.55,2,0.073,25,3.1,0.76,10.3,6,"red",0,11.999988000012,22.8888380248044,20.5997878221854,2.08333315972224
7.5,0.4,0.12,3,0.092,29,3.37,0.7,10.3,6,"red",0,14.4230491864439,25.7499356251609,30.8996817332781,3.86666615111118
8.7,0.52,0.09,2.5,0.091,20,3.34,0.86,10.6,7,"red",0,14.2622717011939,20.3845761835073,26.4997191029775,2.29885031047698
11.6,0.42,0.53,3.3,0.105,33,3.2,0.95,9.2,5,"red",0,12.2105134626174,21.9047097506911,30.3597206905696,2.84482734096316
11,0.2,0.48,2,0.343,6,3.3,0.71,10.5,5,"red",0,16.1764467993429,52.4997375013125,20.9997795023152,0.545454495867773
10.4,0.55,0.23,2.7,0.091,18,3.22,0.64,10.3,6,"red",0,13.3333162393382,18.7272386777479,27.8097135599503,1.73076906434913
6.9,0.36,0.25,2.4,0.098,5,3.41,0.6,10.1,6,"red",0,11.3114568664642,28.0554776236733,24.2397551784727,0.724637576139482
13.3,0.34,0.52,3.2,0.094,17,3.05,0.81,9.5,6,"red",0,15.4650982963973,27.9410942908991,30.3997112027436,1.27819539261689
10.8,0.5,0.46,2.5,0.073,5,3.05,0.64,9.5,5,"red",0,11.2499882812622,18.999962000076,23.7497743771434,0.462962920096026
10.6,0.83,0.37,2.6,0.086,26,3.16,0.52,9.9,5,"red",0,8.83332597222836,11.9276964726549,25.7397451765228,2.45282995728019
7.1,0.63,0.06,2,0.083,8,3.67,0.73,9.6,5,"red",0,10.2898401596519,15.2380710506809,19.1998156817695,1.12676040468163
7.2,0.65,0.02,2.3,0.094,5,3.67,0.8,9.7,5,"red",0,10.7462526175334,14.9230539645324,22.3097835950991,0.69444434799384
6.9,0.67,0.06,2.1,0.08,8,3.68,0.71,9.6,5,"red",0,9.45204184651802,14.3283368233779,20.1598064658579,1.15942012182317
7.5,0.53,0.06,2.6,0.086,20,3.38,0.59,10.7,6,"red",0,12.7118428612833,20.1886411535073,27.8197023291851,2.66666631111116
11.1,0.18,0.48,1.5,0.068,7,3.22,0.64,10.1,6,"red",0,16.8181563361268,56.1107993844479,15.1498469865454,0.630630573817065
8.3,0.705,0.12,2.6,0.092,12,3.51,0.72,10,5,"red",0,10.0605938659468,14.1843770434368,25.9997400026,1.4457829583394
7.4,0.67,0.12,1.6,0.186,5,3.39,0.54,9.5,5,"red",0,9.36707675053576,14.179083314801,15.1998556013718,0.675675584368164
8.4,0.65,0.6,2.1,0.112,12,3.2,0.52,9.2,5,"red",0,6.7199946240043,14.1538243787317,19.3198222576352,1.42857125850342
10.3,0.53,0.48,2.5,0.063,6,3.12,0.59,9.3,6,"red",0,10.1980097049409,17.5471367035157,23.2497837770109,0.582524215288911
7.6,0.62,0.32,2.2,0.082,7,3.36,0.52,9.4,5,"red",0,8.08509778181087,15.161265868926,20.6798056098273,0.921052510387828
10.3,0.41,0.42,2.4,0.213,6,3.19,0.62,9.5,6,"red",0,12.4096236028631,23.1706751934751,22.7997834020577,0.582524215288911
10.3,0.43,0.44,2.4,0.214,5,3.19,0.63,9.5,6,"red",0,11.8390668516473,22.0929718768096,22.7997834020577,0.485436846074093
7.4,0.29,0.38,1.7,0.062,9,3.41,0.53,9.5,6,"red",0,11.0447596346871,32.7585077292837,16.1498465764575,1.2162160518627
7.9,0.53,0.24,2,0.072,15,3.27,0.54,9.4,6,"red",0,10.2597269354196,17.7358155928008,18.7998232816612,1.89873393686912
9,0.46,0.31,2.8,0.093,19,3.32,0.63,9.5,6,"red",0,11.6882965087058,20.6521290171108,26.5997473024006,2.11111087654324
8.6,0.47,0.3,3,0.076,30,3.3,0.53,9.4,5,"red",0,11.1688166638745,19.9999574468991,28.1997349224917,3.48837168739864
7.4,0.36,0.29,2.6,0.087,26,3.39,0.68,11,5,"red",0,11.3845978698494,30.5554706792481,28.5996854034606,3.51351303871445
7.1,0.35,0.29,2.5,0.096,20,3.42,0.65,11,6,"red",0,11.0937326660427,31.4284816329096,27.4996975033275,2.81690101170408
9.6,0.56,0.23,3.4,0.102,37,3.3,0.65,10.1,5,"red",0,12.1518833520464,18.0356820791391,34.339653169503,3.85416626519101
9.6,0.77,0.12,2.9,0.082,30,3.3,0.64,10.4,6,"red",0,10.7865047342643,13.5064759656156,30.1596863392621,3.1249996744792
9.8,0.66,0.39,3.2,0.083,21,3.37,0.71,11.5,7,"red",0,9.33332444445291,17.4242160239151,36.7995768048667,2.14285692419827
9.3,0.61,0.26,3.4,0.09,25,3.24,0.62,9.7,5,"red",0,10.6896428854679,15.9016132760438,32.9796800971031,2.68817175396003
7.8,0.62,0.05,2.3,0.079,6,3.29,0.63,9.3,5,"red",0,11.6417736689945,14.9999758064906,21.38980107485,0.769230670611452
10.3,0.59,0.42,2.8,0.09,35,3.28,0.7,9.5,6,"red",0,10.1980097049409,16.1016676242922,26.5997473024006,3.39805792251865
10,0.49,0.2,11,0.071,13,3.16,0.69,9.2,6,"red",0,14.4927326192281,18.7754718867921,101.199068968565,1.29999987000001
11.6,0.53,0.66,3.65,0.121,6,3.05,0.74,11.5,7,"red",0,9.74789096815885,21.6980722677882,41.9745172930511,0.517241334720575
10.3,0.44,0.5,4.5,0.107,5,3.28,0.83,11.5,5,"red",0,10.9574351516647,26.1363042356722,51.7494048818439,0.485436846074093
13.4,0.27,0.62,2.6,0.082,6,3.16,0.67,9.7,6,"red",0,15.056162858244,35.9257928674338,25.2197553683729,0.447761160614839
10.7,0.46,0.39,2,0.061,7,3.18,0.62,9.5,5,"red",0,12.5882204844465,20.6521290171108,18.9998195017147,0.65420554633593
10.2,0.36,0.64,2.9,0.122,10,3.23,0.66,12.5,6,"red",0,10.1999898000102,34.7221257718729,36.249546880664,0.980392060745877
8,0.58,0.28,3.2,0.066,21,3.22,0.54,9.4,6,"red",0,9.30231476475027,16.2068686088472,30.0797172506578,2.62499967187504
8.4,0.56,0.08,2.1,0.105,16,3.13,0.52,11,5,"red",0,13.1249794922195,19.6428220663892,23.0997459027951,1.90476167800456
7.9,0.65,0.01,2.5,0.078,17,3.34,0.74,11.7,7,"red",0,11.9696788338199,17.9999723077349,29.249657779004,2.151898461785
11.9,0.695,0.53,3.4,0.128,7,3.17,0.84,12.2,7,"red",0,9.71427778426303,17.5539315770769,41.4794939501738,0.588235244686114
8.9,0.43,0.45,1.9,0.052,6,3.35,0.7,12.5,6,"red",0,10.1136248708808,29.0696998379074,23.7497031287109,0.674157227622783
7.8,0.43,0.32,2.8,0.08,29,3.31,0.64,10.3,5,"red",0,10.3999861333518,23.9534326664357,28.8397029510596,3.71794824128869
12.4,0.49,0.58,3,0.103,28,3.16,1,11.5,6,"red",0,11.5887742160989,23.4693398584901,34.4996032545626,2.25806433402707
12.5,0.28,0.54,2.3,0.082,12,3.11,1.36,9.8,7,"red",0,15.2438838489221,34.9998750004464,22.5397791101647,0.959999923200006
12.2,0.34,0.5,2.4,0.066,10,3.12,1.18,9.2,6,"red",0,14.5237922335807,27.0587439448707,22.0797968658688,0.819672063961306
10.6,0.42,0.48,2.7,0.065,5,3.21,0.87,11.3,6,"red",0,11.7777646913726,26.9046978459575,30.5096552408958,0.471698068707729
10.9,0.39,0.47,1.8,0.118,6,3.3,0.75,9.8,6,"red",0,12.6744038669722,25.1281406970751,17.6398271296941,0.550458665095535
11.9,0.57,0.5,2.6,0.082,6,3.12,0.78,10.7,6,"red",0,11.1214849331917,18.771896891409,27.8197023291851,0.504201638302383
7,0.685,0,1.9,0.067,40,3.6,0.81,9.9,5,"red",0,10.2189631839954,14.4525336459363,18.8098137828435,5.7142848979593
6.6,0.815,0.02,2.7,0.072,17,3.58,0.89,12.3,7,"red",0,7.90418215068006,15.0920060220785,33.2095915220243,2.57575718549134
13.8,0.49,0.67,3,0.093,6,3.02,0.93,12,6,"red",0,11.8965414684987,24.489745939294,35.9995680051839,0.434782577189668
9.6,0.56,0.31,2.8,0.089,15,3.11,0.92,10,6,"red",0,11.0344700753217,17.8571109694447,27.9997200028,1.5624998372396
9.1,0.785,0,2.6,0.093,11,3.36,0.86,9.4,6,"red",0,11.5923419205835,11.9745070388445,24.4397702661595,1.20879107595702
10.7,0.67,0.22,2.7,0.107,17,3.28,0.98,9.9,6,"red",0,12.0224584017321,14.7760973491084,26.7297353756198,1.5887848982444
9.1,0.795,0,2.6,0.096,11,3.35,0.83,9.4,6,"red",0,11.4465264823566,11.8238844982585,24.4397702661595,1.20879107595702
7.7,0.665,0,2.4,0.09,8,3.27,0.73,9.3,5,"red",0,11.5789299564963,13.984941376028,22.3197924259304,1.03896090403105
13.5,0.53,0.79,4.8,0.12,23,3.18,0.77,13,5,"red",0,10.2272649793447,24.5282556070649,62.3991888105455,1.70370357750344
6.1,0.21,0.4,1.4,0.066,40.5,3.25,0.59,11.9,6,"red",0,9.99998360658425,56.6663968266818,16.6598017483592,6.63934317387817
6.7,0.75,0.01,2.4,0.078,17,3.55,0.61,12.8,6,"red",0,8.81577787397648,17.0666439111415,30.7196067890331,2.53731305413238
11.5,0.41,0.52,3,0.08,29,3.26,0.88,11,5,"red",0,12.3655781015289,26.8292028556028,32.999637003993,2.52173891115314
10.5,0.42,0.66,2.95,0.116,12,3.24,0.75,11.7,7,"red",0,9.72221322017294,27.8570765307702,34.5145961792247,1.14285703401362
11.9,0.43,0.66,3.1,0.109,10,3.15,0.85,10.4,7,"red",0,10.9174211766778,24.1859902651389,32.239664707487,0.840336063837306
12.6,0.38,0.66,2.6,0.088,10,3.17,0.68,9.8,6,"red",0,12.1153729659875,25.7894058173531,25.4797502984471,0.79365073066264
8.2,0.7,0.23,2,0.099,14,3.19,0.7,9.4,5,"red",0,8.81719482022062,13.4285522449254,18.7998232816612,1.70731686496136
8.6,0.45,0.31,2.6,0.086,21,3.37,0.91,9.9,6,"red",0,11.3157745845071,21.9999511112198,25.7397451765228,2.44186018117905
11.9,0.58,0.66,2.5,0.072,6,3.05,0.56,10,5,"red",0,9.5967664542206,17.24134958388,24.9997500025,0.504201638302383
12.5,0.46,0.63,2,0.071,6,2.99,0.87,10.2,5,"red",0,11.4678793872666,22.1738648394243,20.3997919221224,0.479999961600003
12.8,0.615,0.66,5.8,0.083,7,3.07,0.73,10,7,"red",0,10.039207812386,16.2601361623802,57.9994200057999,0.546874957275394
10,0.42,0.5,3.4,0.107,7,3.26,0.93,11.8,6,"red",0,10.8695534026593,28.0951712019733,40.1195265895862,0.699999930000007
10.4,0.575,0.61,2.6,0.076,11,3.16,0.69,9,5,"red",0,8.77636390180261,15.6521466919188,23.3997894018954,1.05769220599113
10.3,0.34,0.52,2.8,0.159,15,3.18,0.64,9.4,5,"red",0,11.976730259616,27.6469775088897,26.3197525943256,1.45631053822228
9.4,0.27,0.53,2.4,0.074,6,3.2,1.13,12,7,"red",0,11.7499853125184,44.4442798360006,28.7996544041472,0.638297804436404
6.9,0.765,0.02,2.3,0.063,35,3.57,0.78,9.9,5,"red",0,8.7897977200029,12.9411595540398,22.7697745792317,5.07246303297637
7.9,0.24,0.4,1.6,0.056,11,3.32,0.87,8.7,6,"red",0,12.3437307129208,36.2498489589627,13.9198788970536,1.39240488703736
9.1,0.28,0.48,1.8,0.067,26,3.32,1.04,10.6,6,"red",0,11.9736684556994,37.8570076535441,19.0797977541438,2.85714254317115
7.4,0.55,0.22,2.2,0.106,12,3.05,0.63,9.2,5,"red",0,9.61037712938035,16.7272423141049,20.2398137937131,1.62162140248359
14,0.41,0.63,3.8,0.089,6,3.01,0.81,10.8,6,"red",0,13.4615255177639,26.3413991673191,41.0395567727869,0.428571397959186
11.5,0.54,0.71,4.4,0.124,6,3.01,0.83,11.8,7,"red",0,9.19999264000589,21.8518113855345,51.9193873512293,0.521739085066167
11.5,0.45,0.5,3,0.078,19,3.26,1.11,11,6,"red",0,12.1052504155259,24.4443901235775,32.999637003993,1.65217376937619
11.4,0.625,0.66,6.2,0.088,6,3.11,0.99,13.3,6,"red",0,8.87158842677943,21.2799659520545,82.4589032965862,0.526315743305637
8.3,0.42,0.38,2.5,0.094,24,3.31,0.7,10.8,6,"red",0,10.3749870312662,25.7142244899417,26.9997084031492,2.8915659166788
8.3,0.26,0.42,2,0.08,11,3.21,0.8,9.4,6,"red",0,12.2058644031406,36.1537071011265,18.7998232816612,1.32530104514445
13.7,0.415,0.68,2.9,0.085,17,3.06,0.8,10,6,"red",0,12.5114040991743,24.096327478729,28.9997100029,1.24087582183388
7.7,0.51,0.28,2.1,0.087,23,3.42,0.74,9.2,5,"red",0,9.74682310528721,18.0391803153327,19.3198222576352,2.98701259908927
7.4,0.63,0.07,2.4,0.09,11,3.43,0.76,9.7,6,"red",0,10.5714134694093,15.3968009574588,23.2797741861904,1.48648628560996
7.8,0.54,0.26,2,0.088,23,3.41,0.74,9.2,6,"red",0,9.74998781251523,17.0370054870269,18.3998307215574,2.94871757067723
8.3,0.66,0.15,1.9,0.079,17,3.31,0.54,9.6,6,"red",0,10.2469009297519,14.5454325069204,18.239824897681,2.04819252431415
7.8,0.46,0.26,1.9,0.088,23,3.43,0.74,9.2,6,"red",0,10.8333182870579,19.9999565218336,17.4798391854795,2.94871757067723
9.6,0.38,0.31,2.5,0.096,16,3.19,0.7,10,7,"red",0,13.913023314459,26.3157202217889,24.9997500025,1.66666649305557
5.6,0.85,0.05,1.4,0.045,12,3.56,0.82,12.9,8,"red",0,6.22221530864966,15.176452733585,18.0597670290053,2.14285676020415
9.5,0.37,0.52,2,0.082,6,3.18,0.51,9.5,5,"red",0,10.6741453099491,25.6756062821452,18.9998195017147,0.631578880886434
8.4,0.665,0.61,2,0.112,13,3.16,0.54,9.1,5,"red",0,6.58823012687833,13.6841899485865,18.1998343815071,1.54761886337871
12.7,0.6,0.65,2.3,0.063,6,3.03,0.57,9.9,5,"red",0,10.1599918720065,16.4999725000458,22.7697745792317,0.472440907681818
12,0.37,0.76,4.2,0.066,7,3.22,0.6,13,7,"red",0,10.6194596287968,35.1350401755671,54.5992902092273,0.583333284722226
6.6,0.735,0.02,7.9,0.122,68,3.47,0.53,9.9,5,"red",0,8.74171027588043,13.4693694294293,78.2092257286653,10.3030287419653
11.5,0.59,0.59,2.6,0.087,13,3.18,0.65,11,6,"red",0,9.74575445275046,18.6440361965488,28.5996854034606,1.13043468431003
8.7,0.765,0.22,2.3,0.064,9,3.1,0.55,9.4,5,"red",0,8.83247834266158,12.2875656371691,21.6197967739103,1.03448263971464
7.7,0.26,0.3,1.7,0.059,20,3.29,0.47,10.8,6,"red",0,13.7499754464724,41.5383017757624,18.3598017141415,2.59740226007763
12.2,0.48,0.54,2.6,0.085,19,3.1,0.61,10.5,6,"red",0,11.9607725874779,21.8749544271783,27.2997133530098,1.55737692152648
11.4,0.6,0.49,2.7,0.085,10,3.15,0.63,10.5,6,"red",0,10.4587060011872,17.4999708333819,28.3497023281256,0.877192905509394
7.7,0.69,0.05,2.7,0.075,15,3.26,0.61,9.1,5,"red",0,10.4053913440658,13.1883866834976,24.5697764150346,1.94805169505822
8.7,0.31,0.46,1.4,0.059,11,3.36,0.76,10.1,6,"red",0,11.2986866250823,32.580540062774,14.1398571874424,1.26436767076234
9.8,0.44,0.47,2.5,0.063,9,3.24,0.65,10.8,6,"red",0,10.7692189349242,24.5453987604574,26.9997084031492,0.918367253227831
12,0.39,0.66,3,0.093,12,3.18,0.63,10.8,7,"red",0,11.4285605442281,27.6922366865726,32.3996500837791,0.999999916666674
10.4,0.34,0.58,3.7,0.174,6,3.19,0.7,11.3,6,"red",0,11.3043355387657,33.2351963670695,41.8095275523387,0.57692302144971
12.5,0.46,0.49,4.5,0.07,26,3.05,0.57,9.6,4,"red",0,13.1578808864412,20.8695198488699,43.1995852839813,2.07999983360001
9,0.43,0.34,2.5,0.08,26,3.38,0.62,9.5,6,"red",0,11.6882965087058,22.0929718768096,23.7497743771434,2.88888856790127
9.1,0.45,0.35,2.4,0.08,23,3.38,0.62,9.5,5,"red",0,11.3749857812678,21.1110641976351,22.7997834020577,2.52747224972832
7.1,0.735,0.16,1.9,0.1,15,3.27,0.64,9.3,5,"red",0,7.9329520302212,12.6530440094639,17.6698356705283,2.11267575877806
9.9,0.4,0.53,6.7,0.097,6,3.27,0.82,11.7,7,"red",0,10.6451498439249,29.2499268751828,78.3890828477307,0.606060544842369
8.8,0.52,0.34,2.7,0.087,24,3.26,0.61,9.5,5,"red",0,10.2325462412253,18.2691956361622,25.6497563273149,2.72727241735541
8.6,0.725,0.24,6.6,0.117,31,3.32,1.07,9.3,5,"red",0,8.91190786330791,12.8275685136986,61.3794291713087,3.60465074364526
10.6,0.48,0.64,2.2,0.111,6,3.26,0.66,11.7,6,"red",0,9.46427726403816,24.3749492188558,25.7396988455235,0.566037682449275
7,0.58,0.12,1.9,0.091,34,3.44,0.48,10.5,5,"red",0,9.99998571430612,18.103417063074,19.9497905271995,4.8571421632654
11.9,0.38,0.51,2,0.121,7,3.24,0.76,10.4,6,"red",0,13.3707714935152,27.3683490306604,20.7997836822497,0.588235244686114
6.8,0.77,0,1.8,0.066,34,3.62,0.68,9.9,5,"red",0,8.8311573621333,12.8571261595764,17.8198235837465,4.99999926470599
9.5,0.56,0.33,2.4,0.089,35,3.28,0.73,11.8,7,"red",0,10.6741453099491,21.0713909439447,28.3196658279432,3.6842101385042
6.6,0.84,0.03,2.3,0.059,32,3.52,0.56,12.3,7,"red",0,7.5861981767837,14.6428397109051,28.2896520372799,4.84848411386604
7.7,0.96,0.2,2,0.047,15,3.36,0.44,10.9,5,"red",0,6.63792531213335,11.354154839422,21.79976238259,1.94805169505822
10.5,0.24,0.47,2.1,0.066,6,3.15,0.9,11,7,"red",0,14.788711565195,45.8331423619068,23.0997459027951,0.571428517006808
6.4,0.67,0.08,2.1,0.045,19,3.49,0.49,11.4,6,"red",0,8.53332195557073,17.0148999777612,23.9397270871112,2.96874953613288
9.5,0.78,0.22,1.9,0.077,6,3.26,0.56,10.6,6,"red",0,9.4999905000095,13.5897261670177,20.1397865182629,0.631578880886434
9.1,0.52,0.33,1.3,0.07,9,3.24,0.6,9.3,5,"red",0,10.7058697578003,17.8845809911904,12.0898875640457,0.989010880328475
12.8,0.84,0.63,2.4,0.088,13,3.1,0.6,10.4,6,"red",0,8.70747706974349,12.3809376417409,24.9597404186996,1.0156249206543
7.8,0.55,0.35,2.2,0.074,21,3.25,0.56,9.2,5,"red",0,8.66665703704774,16.7272423141049,20.2398137937131,2.69230734714008
11.9,0.37,0.69,2.3,0.078,12,3,0.65,12.8,6,"red",0,11.226404503392,34.594501095943,29.4396231728234,1.00840327660477
12.3,0.39,0.63,2.3,0.091,6,3.16,0.49,9.5,5,"red",0,12.0588117070473,24.3589119002259,21.8497924269719,0.487804838389851
10.4,0.41,0.55,3.2,0.076,22,3.15,0.89,9.9,6,"red",0,10.8333220486229,24.1462825700425,31.6796863711049,2.11538441198227
8,0.67,0.3,2,0.06,38,3.26,0.56,10.2,6,"red",0,8.24741417792353,15.223857874839,20.3997919221224,4.74999940625007
